case,id,sex,deg,yrdeg,field,startyr,year,rank,admin,salary,rank_order
14433,1283,M,PhD,59,Arts,65,86,Full,1,4510.0,3
14434,1283,M,PhD,59,Arts,65,87,Full,0,4736.0,3
14435,1283,M,PhD,59,Arts,65,88,Full,0,5015.0,3
14436,1283,M,PhD,59,Arts,65,89,Full,0,5522.0,3
14437,1283,M,PhD,59,Arts,65,90,Full,0,5863.0,3
14438,1283,M,PhD,59,Arts,65,91,Full,0,6223.0,3
14439,1283,M,PhD,59,Arts,65,92,Full,0,6404.0,3
14440,1283,M,PhD,59,Arts,65,93,Full,0,6781.0,3
14441,1283,M,PhD,59,Arts,65,94,Full,0,6781.0,3
14442,1283,M,PhD,59,Arts,65,95,Full,0,6878.0,3
14443,1284,F,PhD,90,Prof,93,93,Assist,0,4171.0,1
14444,1284,F,PhD,90,Prof,93,94,Assist,0,4171.0,1
14445,1284,F,PhD,90,Prof,93,95,Assist,0,4353.0,1
14446,1285,M,PhD,62,Other,76,76,Assist,0,1683.0,1
14447,1285,M,PhD,62,Other,76,77,Assist,0,1828.0,1
14448,1285,M,PhD,62,Other,76,78,Assist,0,1904.0,1
14449,1285,M,PhD,62,Other,76,79,Assist,0,2161.0,1
14450,1285,M,PhD,62,Other,76,80,Assist,0,2333.0,1
14451,1285,M,PhD,62,Other,76,81,Assoc,0,2605.0,2
14452,1285,M,PhD,62,Other,76,82,Assoc,0,2719.0,2
14453,1285,M,PhD,62,Other,76,83,Assoc,0,3156.061,2
14454,1285,M,PhD,62,Other,76,84,Assoc,0,3386.0,2
14455,1285,M,PhD,62,Other,76,85,Assoc,0,3386.0,2
14456,1285,M,PhD,62,Other,76,86,Assoc,0,3745.0,2
14457,1285,M,PhD,62,Other,76,87,Full,0,4047.0,3
14458,1285,M,PhD,62,Other,76,88,Full,0,4165.0,3
14459,1285,M,PhD,62,Other,76,89,Full,0,4497.015,3
14460,1285,M,PhD,62,Other,76,90,Full,0,4731.0,3
14461,1285,M,PhD,62,Other,76,91,Full,0,4951.0,3
14462,1285,M,PhD,62,Other,76,92,Full,0,5242.0,3
14463,1285,M,PhD,62,Other,76,93,Full,0,5394.0,3
14464,1285,M,PhD,62,Other,76,94,Full,0,5394.0,3
14465,1285,M,PhD,62,Other,76,95,Full,0,5712.0,3
14466,1286,F,PhD,92,Other,91,91,Assist,0,3774.0,1
14467,1286,F,PhD,92,Other,91,92,Assist,0,3774.0,1
14468,1286,F,PhD,92,Other,91,93,Assist,0,3883.0,1
14469,1286,F,PhD,92,Other,91,94,Assist,0,3883.0,1
14470,1286,F,PhD,92,Other,91,95,Assist,0,4231.0,1
14471,1287,F,PhD,89,Other,91,91,Assist,0,3939.0,1
14472,1287,F,PhD,89,Other,91,92,Assist,0,3939.0,1
14473,1287,F,PhD,89,Other,91,93,Assist,0,4112.0,1
14474,1287,F,PhD,89,Other,91,94,Assist,0,4112.0,1
14475,1287,F,PhD,89,Other,91,95,Assist,0,4416.0,1
14476,1288,M,PhD,70,Other,73,76,Assist,1,1972.0,1
14477,1288,M,PhD,70,Other,73,77,Assoc,1,2068.0,2
14478,1288,M,PhD,70,Other,73,78,Assoc,1,2180.0,2
14479,1288,M,PhD,70,Other,73,79,Assoc,1,2409.0,2
14480,1288,M,PhD,70,Other,73,80,Assoc,1,2590.0,2
14481,1288,M,PhD,70,Other,73,81,Assoc,1,2834.0,2
14482,1288,M,PhD,70,Other,73,82,Full,1,3002.0,3
14483,1288,M,PhD,70,Other,73,83,Full,1,3401.0,3
14484,1288,M,PhD,70,Other,73,84,Full,1,3683.0,3
14485,1288,M,PhD,70,Other,73,85,Full,1,3683.0,3
14486,1288,M,PhD,70,Other,73,86,Full,1,4505.0,3
14487,1288,M,PhD,70,Other,73,87,Full,1,4731.0,3
14488,1288,M,PhD,70,Other,73,88,Full,1,4939.0,3
14489,1288,M,PhD,70,Other,73,89,Full,1,5359.0,3
14490,1288,M,PhD,70,Other,73,90,Full,1,5610.0,3
14491,1288,M,PhD,70,Other,73,91,Full,1,5955.0,3
14492,1288,M,PhD,70,Other,73,92,Full,1,6127.0,3
14493,1288,M,PhD,70,Other,73,93,Full,1,6305.0,3
14494,1288,M,PhD,70,Other,73,94,Full,1,6305.0,3
14495,1288,M,PhD,70,Other,73,95,Full,1,6581.0,3
14496,1289,M,PhD,71,Other,77,77,Assoc,0,1642.0,2
14497,1289,M,PhD,71,Other,77,78,Assoc,0,2031.0,2
14498,1289,M,PhD,71,Other,77,79,Assoc,0,2454.0,2
14499,1289,M,PhD,71,Other,77,80,Assoc,0,2642.0,2
14500,1289,M,PhD,71,Other,77,81,Full,0,3005.0,3
14501,1289,M,PhD,71,Other,77,82,Full,0,3092.0,3
14502,1289,M,PhD,71,Other,77,83,Full,0,3262.0,3
14503,1289,M,PhD,71,Other,77,84,Full,0,3434.0,3
14504,1289,M,PhD,71,Other,77,85,Full,0,3434.0,3
14505,1289,M,PhD,71,Other,77,86,Full,0,4199.0,3
14506,1289,M,PhD,71,Other,77,87,Full,0,4410.0,3
14507,1289,M,PhD,71,Other,77,88,Full,0,4538.0,3
14508,1289,M,PhD,71,Other,77,89,Full,0,4996.0,3
14509,1289,M,PhD,71,Other,77,90,Full,0,5381.0,3
14510,1289,M,PhD,71,Other,77,91,Full,0,5794.0,3
14511,1289,M,PhD,71,Other,77,92,Full,0,6135.0,3
14512,1289,M,PhD,71,Other,77,93,Full,0,6404.0,3
14513,1289,M,PhD,71,Other,77,94,Full,0,6404.0,3
14514,1289,M,PhD,71,Other,77,95,Full,0,7602.0,3
14515,1290,M,PhD,78,Other,78,78,Assist,0,1750.0,1
14516,1290,M,PhD,78,Other,78,79,Assist,0,1967.0,1
14517,1290,M,PhD,78,Other,78,80,Assist,0,2115.0,1
14518,1290,M,PhD,78,Other,78,81,Assist,0,2602.353,1
14519,1290,M,PhD,78,Other,78,82,Assist,0,2832.941,1
14520,1290,M,PhD,78,Other,78,83,Assist,0,3077.0,1
14521,1290,M,PhD,78,Other,78,84,Assist,0,3500.0,1
14522,1290,M,PhD,78,Other,78,85,Assist,0,3333.0,1
14523,1290,M,PhD,78,Other,78,86,Assist,0,3688.0,1
14524,1290,M,PhD,78,Other,78,87,Assoc,0,3986.0,2
14525,1290,M,PhD,78,Other,78,88,Assoc,0,4160.0,2
14526,1290,M,PhD,78,Other,78,89,Assoc,0,4515.0,2
14527,1290,M,PhD,78,Other,78,90,Assoc,0,4794.0,2
14528,1290,M,PhD,78,Other,78,91,Assoc,0,5162.0,2
14529,1290,M,PhD,78,Other,78,92,Assoc,0,5465.0,2
14530,1290,M,PhD,78,Other,78,93,Assoc,0,5705.0,2
14531,1290,M,PhD,78,Other,78,94,Assoc,0,5705.0,2
14532,1290,M,PhD,78,Other,78,95,Full,0,6127.0,3
14533,1291,F,PhD,92,Arts,90,90,Assist,0,3263.0,1
14534,1291,F,PhD,92,Arts,90,91,Assist,0,3318.0,1
14535,1291,F,PhD,92,Arts,90,92,Assist,0,3414.0,1
14536,1291,F,PhD,92,Arts,90,93,Assist,0,3513.0,1
14537,1291,F,PhD,92,Arts,90,94,Assist,0,3513.0,1
14538,1291,F,PhD,92,Arts,90,95,Assist,0,3667.0,1
14539,1292,M,PhD,59,Other,78,78,Full,0,3387.0,3
14540,1292,M,PhD,59,Other,78,79,Full,0,3704.0,3
14541,1292,M,PhD,59,Other,78,80,Full,0,3957.0,3
14542,1292,M,PhD,59,Other,78,81,Full,0,4358.0,3
14543,1292,M,PhD,59,Other,78,82,Full,0,4358.0,3
14544,1292,M,PhD,59,Other,78,83,Full,0,4598.0,3
14545,1292,M,PhD,59,Other,78,84,Full,0,4704.0,3
14546,1292,M,PhD,59,Other,78,85,Full,0,4704.0,3
14547,1292,M,PhD,59,Other,78,86,Full,0,4844.0,3
14548,1292,M,PhD,59,Other,78,87,Full,0,5087.0,3
14549,1292,M,PhD,59,Other,78,88,Full,0,5160.0,3
14550,1292,M,PhD,59,Other,78,89,Full,0,5443.0,3
14551,1292,M,PhD,59,Other,78,90,Full,0,5617.0,3
14552,1292,M,PhD,59,Other,78,91,Full,0,6048.0,3
14553,1292,M,PhD,59,Other,78,92,Full,0,6223.0,3
14554,1292,M,PhD,59,Other,78,93,Full,0,6404.0,3
14555,1292,M,PhD,59,Other,78,94,Full,0,6404.0,3
14556,1292,M,PhD,59,Other,78,95,Full,0,6590.0,3
14557,1294,M,PhD,67,Other,67,76,Full,0,2610.0,3
14558,1294,M,PhD,67,Other,67,77,Full,0,2870.0,3
14559,1294,M,PhD,67,Other,67,79,Full,0,3343.0,3
14560,1294,M,PhD,67,Other,67,80,Full,0,3634.0,3
14561,1294,M,PhD,67,Other,67,81,Full,0,4230.0,3
14562,1294,M,PhD,67,Other,67,82,Full,0,4479.0,3
14563,1294,M,PhD,67,Other,67,83,Full,1,5690.0,3
14564,1294,M,PhD,67,Other,67,84,Full,1,6253.0,3
14565,1294,M,PhD,67,Other,67,85,Full,1,6253.0,3
14566,1294,M,PhD,67,Other,67,86,Full,1,7117.0,3
14567,1294,M,PhD,67,Other,67,87,Full,1,7476.0,3
14568,1294,M,PhD,67,Other,67,88,Full,1,7692.0,3
14569,1294,M,PhD,67,Other,67,89,Full,1,8229.0,3
14570,1294,M,PhD,67,Other,67,90,Full,1,8737.0,3
14571,1294,M,PhD,67,Other,67,91,Full,1,9143.0,3
14572,1294,M,PhD,67,Other,67,92,Full,1,9408.0,3
14573,1294,M,PhD,67,Other,67,93,Full,0,9681.0,3
14574,1294,M,PhD,67,Other,67,94,Full,0,9681.0,3
14575,1294,M,PhD,67,Other,67,95,Full,0,10105.0,3
14576,1295,M,PhD,62,Other,65,76,Full,0,2446.0,3
14577,1295,M,PhD,62,Other,65,77,Full,0,2714.0,3
14578,1295,M,PhD,62,Other,65,78,Full,0,2844.0,3
14579,1295,M,PhD,62,Other,65,79,Full,0,3219.0,3
14580,1295,M,PhD,62,Other,65,80,Full,0,3447.0,3
14581,1295,M,PhD,62,Other,65,81,Full,0,3454.667,3
14582,1295,M,PhD,62,Other,65,82,Full,0,3887.0,3
14583,1295,M,PhD,62,Other,65,83,Full,0,4160.0,3
14584,1295,M,PhD,62,Other,65,84,Full,0,4571.0,3
14585,1295,M,PhD,62,Other,65,85,Full,0,4571.0,3
14586,1295,M,PhD,62,Other,65,86,Full,0,5129.0,3
14587,1295,M,PhD,62,Other,65,87,Full,0,5387.0,3
14588,1295,M,PhD,62,Other,65,88,Full,0,5464.0,3
14589,1295,M,PhD,62,Other,65,89,Full,1,5931.0,3
14590,1295,M,PhD,62,Other,65,90,Full,1,6208.0,3
14591,1295,M,PhD,62,Other,65,91,Full,1,6590.0,3
14592,1295,M,PhD,62,Other,65,92,Full,1,6781.0,3
14593,1295,M,PhD,62,Other,65,93,Full,1,6977.0,3
14594,1295,M,PhD,62,Other,65,94,Full,1,6977.0,3
14595,1295,M,PhD,62,Other,65,95,Full,1,7283.0,3
14596,1296,F,PhD,75,Arts,79,79,Assist,0,1791.0,1
14597,1296,F,PhD,75,Arts,79,80,Assist,0,1996.0,1
14598,1296,F,PhD,75,Arts,79,81,Assist,0,2225.0,1
14599,1296,F,PhD,75,Arts,79,82,Assist,0,2357.0,1
14600,1296,F,PhD,75,Arts,79,83,Assist,0,2633.0,1
14601,1296,F,PhD,75,Arts,79,84,Assist,0,2770.0,1
14602,1296,F,PhD,75,Arts,79,85,Assist,0,2770.0,1
14603,1296,F,PhD,75,Arts,79,86,Assoc,0,3200.0,2
14604,1296,F,PhD,75,Arts,79,87,Assoc,0,3361.0,2
14605,1296,F,PhD,75,Arts,79,88,Assoc,0,3458.0,2
14606,1296,F,PhD,75,Arts,79,89,Assoc,0,3808.0,2
14607,1296,F,PhD,75,Arts,79,90,Assoc,0,4373.0,2
14608,1296,F,PhD,75,Arts,79,91,Assoc,0,3939.0,2
14609,1296,F,PhD,75,Arts,79,92,Assoc,0,4292.0,2
14610,1296,F,PhD,75,Arts,79,93,Full,0,4676.0,3
14611,1296,F,PhD,75,Arts,79,94,Full,0,4676.0,3
14612,1296,F,PhD,75,Arts,79,95,Full,0,4951.0,3
14613,1297,M,PhD,71,Other,81,81,Assist,0,2706.0,1
14614,1297,M,PhD,71,Other,81,82,Assist,0,2798.0,1
14615,1297,M,PhD,71,Other,81,83,Assist,0,2952.0,1
14616,1297,M,PhD,71,Other,81,84,Assoc,0,3243.0,2
14617,1297,M,PhD,71,Other,81,85,Assoc,0,3243.0,2
14618,1297,M,PhD,71,Other,81,86,Assoc,0,3588.0,2
14619,1297,M,PhD,71,Other,81,87,Assoc,0,3768.0,2
14620,1297,M,PhD,71,Other,81,88,Full,0,4538.0,3
14621,1297,M,PhD,71,Other,81,89,Full,1,4855.0,3
14622,1297,M,PhD,71,Other,81,90,Full,1,5155.0,3
14623,1297,M,PhD,71,Other,81,91,Full,1,5472.0,3
14624,1297,M,PhD,71,Other,81,92,Full,1,5631.0,3
14625,1297,M,PhD,71,Other,81,93,Full,0,5472.0,3
14626,1297,M,PhD,71,Other,81,94,Full,0,5472.0,3
14627,1297,M,PhD,71,Other,81,95,Full,0,5631.0,3
14628,1298,M,PhD,81,Other,86,86,Assist,0,3341.0,1
14629,1298,M,PhD,81,Other,86,87,Assist,0,3508.0,1
14630,1298,M,PhD,81,Other,86,88,Assist,0,3559.0,1
14631,1298,M,PhD,81,Other,86,89,Assist,0,3863.0,1
14632,1298,M,PhD,81,Other,86,90,Assoc,0,4220.0,2
14633,1298,M,PhD,81,Other,86,91,Assoc,0,4480.0,2
14634,1298,M,PhD,81,Other,86,92,Assoc,0,4743.0,2
14635,1298,M,PhD,81,Other,86,93,Full,0,5168.0,3
14636,1298,M,PhD,81,Other,86,94,Full,0,5168.0,3
14637,1298,M,PhD,81,Other,86,95,Full,0,5551.0,3
14638,1299,M,PhD,71,Other,91,91,Assoc,0,4347.5,2
14639,1299,M,PhD,71,Other,91,92,Assoc,0,4475.0,2
14640,1299,M,PhD,71,Other,91,93,Assoc,0,4537.5,2
14641,1299,M,PhD,71,Other,91,94,Assoc,0,4537.5,2
14642,1299,M,PhD,71,Other,91,95,Assoc,0,4670.0,2
14643,1300,F,PhD,76,Arts,81,81,Assist,0,2056.0,1
14644,1300,F,PhD,76,Arts,81,82,Assist,0,2194.0,1
14645,1300,F,PhD,76,Arts,81,83,Assist,0,2558.0,1
14646,1300,F,PhD,76,Arts,81,84,Assist,0,2732.0,1
14647,1300,F,PhD,76,Arts,81,85,Assoc,0,2811.0,2
14648,1300,F,PhD,76,Arts,81,86,Assoc,0,3110.0,2
14649,1300,F,PhD,76,Arts,81,87,Assoc,0,3266.0,2
14650,1300,F,PhD,76,Arts,81,88,Assoc,0,3458.0,2
14651,1300,F,PhD,76,Arts,81,89,Assoc,0,3918.0,2
14652,1300,F,PhD,76,Arts,81,90,Assoc,0,4101.0,2
14653,1300,F,PhD,76,Arts,81,91,Full,0,4544.0,3
14654,1300,F,PhD,76,Arts,81,92,Full,0,4812.0,3
14655,1300,F,PhD,76,Arts,81,93,Full,0,4951.0,3
14656,1300,F,PhD,76,Arts,81,94,Full,0,4951.0,3
14657,1300,F,PhD,76,Arts,81,95,Full,0,5095.0,3
14658,1301,M,PhD,65,Other,66,76,Full,0,2160.0,3
14659,1301,M,PhD,65,Other,66,77,Full,1,2586.0,3
14660,1301,M,PhD,65,Other,66,78,Full,0,2888.0,3
14661,1301,M,PhD,65,Other,66,79,Full,0,3267.0,3
14662,1301,M,PhD,65,Other,66,80,Full,0,3546.667,3
14663,1301,M,PhD,65,Other,66,81,Full,0,4000.0,3
14664,1301,M,PhD,65,Other,66,82,Full,0,4116.0,3
14665,1301,M,PhD,65,Other,66,83,Full,0,4342.0,3
14666,1301,M,PhD,65,Other,66,84,Full,0,4571.0,3
14667,1301,M,PhD,65,Other,66,85,Full,1,4981.0,3
14668,1301,M,PhD,65,Other,66,86,Full,0,5278.0,3
14669,1301,M,PhD,65,Other,66,87,Full,0,5543.0,3
14670,1301,M,PhD,65,Other,66,88,Full,0,5674.627,3
14671,1301,M,PhD,65,Other,66,89,Full,0,6103.0,3
14672,1301,M,PhD,65,Other,66,90,Full,0,6388.0,3
14673,1301,M,PhD,65,Other,66,91,Full,0,6878.0,3
14674,1301,M,PhD,65,Other,66,92,Full,0,7078.0,3
14675,1301,M,PhD,65,Other,66,93,Full,0,7283.0,3
14676,1301,M,PhD,65,Other,66,94,Full,0,7283.0,3
14677,1301,M,PhD,65,Other,66,95,Full,0,7494.0,3
14678,1302,M,PhD,64,Other,64,76,Full,0,2624.0,3
14679,1302,M,PhD,64,Other,64,77,Full,0,2888.0,3
14680,1302,M,PhD,64,Other,64,78,Full,0,3031.0,3
14681,1302,M,PhD,64,Other,64,79,Full,0,3361.0,3
14682,1302,M,PhD,64,Other,64,80,Full,0,3626.0,3
14683,1302,M,PhD,64,Other,64,81,Full,0,4211.111,3
14684,1302,M,PhD,64,Other,64,82,Full,0,4354.0,3
14685,1302,M,PhD,64,Other,64,83,Full,0,4863.0,3
14686,1302,M,PhD,64,Other,64,84,Full,0,5192.0,3
14687,1302,M,PhD,64,Other,64,85,Full,0,5192.0,3
14688,1302,M,PhD,64,Other,64,86,Full,0,5347.0,3
14689,1302,M,PhD,64,Other,64,87,Full,0,5617.0,3
14690,1302,M,PhD,64,Other,64,88,Full,0,5947.0,3
14691,1302,M,PhD,64,Other,64,89,Full,0,6362.0,3
14692,1302,M,PhD,64,Other,64,90,Full,0,6659.0,3
14693,1302,M,PhD,64,Other,64,91,Full,0,7069.0,3
14694,1302,M,PhD,64,Other,64,92,Full,0,7274.0,3
14695,1302,M,PhD,64,Other,64,93,Full,0,7485.0,3
14696,1302,M,PhD,64,Other,64,94,Full,0,7485.0,3
14697,1302,M,PhD,64,Other,64,95,Full,0,7813.0,3
14698,1303,M,PhD,70,Prof,74,76,Assoc,0,2267.0,2
14699,1303,M,PhD,70,Prof,74,77,Assoc,0,2544.0,2
14700,1303,M,PhD,70,Prof,74,78,Assoc,0,2671.0,2
14701,1303,M,PhD,70,Prof,74,79,Full,0,3016.418,3
14702,1303,M,PhD,70,Prof,74,80,Full,0,3250.0,3
14703,1303,M,PhD,70,Prof,74,81,Full,0,3723.0,3
14704,1303,M,PhD,70,Prof,74,82,Full,0,4116.0,3
14705,1303,M,PhD,70,Prof,74,83,Full,0,4532.0,3
14706,1303,M,PhD,70,Prof,74,84,Full,0,4981.0,3
14707,1303,M,PhD,70,Prof,74,85,Full,0,4981.0,3
14708,1303,M,PhD,70,Prof,74,86,Full,0,6002.0,3
14709,1303,M,PhD,70,Prof,74,87,Full,1,6304.0,3
14710,1303,M,PhD,70,Prof,74,88,Full,1,6580.0,3
14711,1303,M,PhD,70,Prof,74,89,Full,1,7244.0,3
14712,1303,M,PhD,70,Prof,74,90,Full,1,8748.0,3
14713,1303,M,PhD,70,Prof,74,91,Full,1,9286.0,3
14714,1303,M,PhD,70,Prof,74,92,Full,1,10561.0,3
14715,1303,M,PhD,70,Prof,74,93,Full,1,10867.0,3
14716,1303,M,PhD,70,Prof,74,94,Full,1,10867.0,3
14717,1303,M,PhD,70,Prof,74,95,Full,1,11182.0,3
14718,1304,M,PhD,70,Other,70,76,Assoc,0,1750.0,2
14719,1304,M,PhD,70,Other,70,77,Assoc,0,1996.0,2
14720,1304,M,PhD,70,Other,70,78,Assoc,0,2105.0,2
14721,1304,M,PhD,70,Other,70,79,Assoc,0,2289.0,2
14722,1304,M,PhD,70,Other,70,80,Assoc,0,2463.0,2
14723,1304,M,PhD,70,Other,70,81,Assoc,0,2677.0,2
14724,1304,M,PhD,70,Other,70,82,Assoc,0,2755.0,2
14725,1304,M,PhD,70,Other,70,83,Assoc,0,2990.0,2
14726,1304,M,PhD,70,Other,70,84,Full,0,3240.0,3
14727,1304,M,PhD,70,Other,70,85,Full,1,3479.0,3
14728,1304,M,PhD,70,Other,70,86,Full,1,4076.0,3
14729,1304,M,PhD,70,Other,70,87,Full,1,4076.0,3
14730,1304,M,PhD,70,Other,70,88,Full,1,4598.0,3
14731,1304,M,PhD,70,Other,70,89,Full,1,5061.0,3
14732,1304,M,PhD,70,Other,70,90,Full,1,5772.0,3
14733,1304,M,PhD,70,Other,70,91,Full,1,6581.0,3
14734,1304,M,PhD,70,Other,70,92,Full,1,6969.0,3
14735,1304,M,PhD,70,Other,70,93,Full,1,7171.0,3
14736,1304,M,PhD,70,Other,70,94,Full,1,7171.0,3
14737,1304,M,PhD,70,Other,70,95,Full,0,7379.0,3
14738,1305,M,PhD,68,Other,68,76,Assoc,0,1794.03,2
14739,1305,M,PhD,68,Other,68,77,Assoc,1,2019.0,2
14740,1305,M,PhD,68,Other,68,78,Assoc,0,2136.0,2
14741,1305,M,PhD,68,Other,68,79,Assoc,0,2327.0,2
14742,1305,M,PhD,68,Other,68,80,Assoc,0,2507.0,2
14743,1305,M,PhD,68,Other,68,81,Assoc,0,2758.0,2
14744,1305,M,PhD,68,Other,68,82,Assoc,0,2879.0,2
14745,1305,M,PhD,68,Other,68,83,Full,0,3125.0,3
14746,1305,M,PhD,68,Other,68,84,Full,0,3386.0,3
14747,1305,M,PhD,68,Other,68,85,Full,0,3386.0,3
14748,1305,M,PhD,68,Other,68,86,Full,0,3799.0,3
14749,1305,M,PhD,68,Other,68,87,Full,0,3990.0,3
14750,1305,M,PhD,68,Other,68,88,Full,0,4165.0,3
14751,1305,M,PhD,68,Other,68,89,Full,0,4456.0,3
14752,1305,M,PhD,68,Other,68,90,Full,0,4939.0,3
14753,1305,M,PhD,68,Other,68,91,Full,0,5318.0,3
14754,1305,M,PhD,68,Other,68,92,Full,0,5472.0,3
14755,1305,M,PhD,68,Other,68,93,Full,0,5631.0,3
14756,1305,M,PhD,68,Other,68,94,Full,0,5631.0,3
14757,1305,M,PhD,68,Other,68,95,Full,0,5878.0,3
14758,1306,M,PhD,76,Other,84,84,Assoc,0,4704.0,2
14759,1306,M,PhD,76,Other,84,85,Assoc,0,4704.0,2
14760,1306,M,PhD,76,Other,84,86,Assoc,0,5278.0,2
14761,1306,M,PhD,76,Other,84,87,Full,0,5703.0,3
14762,1306,M,PhD,76,Other,84,88,Full,0,5869.0,3
14763,1306,M,PhD,76,Other,84,89,Full,0,6462.0,3
14764,1306,M,PhD,76,Other,84,90,Full,0,9132.0,3
14765,1306,M,PhD,76,Other,84,91,Full,0,9693.0,3
14766,1306,M,PhD,76,Other,84,92,Full,0,10854.0,3
14767,1306,M,PhD,76,Other,84,93,Full,1,11169.0,3
14768,1306,M,PhD,76,Other,84,94,Full,1,11169.0,3
14769,1306,M,PhD,76,Other,84,95,Full,1,11492.0,3
14770,1307,M,PhD,74,Prof,87,87,Full,0,4869.0,3
14771,1307,M,PhD,74,Prof,87,88,Full,0,4869.0,3
14772,1307,M,PhD,74,Prof,87,89,Full,0,5208.0,3
14773,1307,M,PhD,74,Prof,87,90,Full,0,5530.0,3
14774,1307,M,PhD,74,Prof,87,91,Full,0,5870.0,3
14775,1307,M,PhD,74,Prof,87,92,Full,0,6040.0,3
14776,1307,M,PhD,74,Prof,87,93,Full,0,6223.0,3
14777,1307,M,PhD,74,Prof,87,94,Full,0,6223.0,3
14778,1307,M,PhD,74,Prof,87,95,Full,0,6404.0,3
14779,1308,M,PhD,70,Other,70,76,Assoc,0,2461.0,2
14780,1308,M,PhD,70,Other,70,77,Full,0,2778.0,3
14781,1308,M,PhD,70,Other,70,78,Full,0,2972.0,3
14782,1308,M,PhD,70,Other,70,79,Full,0,3325.0,3
14783,1308,M,PhD,70,Other,70,80,Full,0,3825.0,3
14784,1308,M,PhD,70,Other,70,81,Full,1,4291.0,3
14785,1308,M,PhD,70,Other,70,82,Full,1,4479.0,3
14786,1308,M,PhD,70,Other,70,83,Full,1,4725.0,3
14787,1308,M,PhD,70,Other,70,84,Full,1,5045.0,3
14788,1308,M,PhD,70,Other,70,85,Full,1,5045.0,3
14789,1308,M,PhD,70,Other,70,86,Full,1,5662.0,3
14790,1308,M,PhD,70,Other,70,87,Full,1,5947.0,3
14791,1308,M,PhD,70,Other,70,88,Full,1,6120.0,3
14792,1308,M,PhD,70,Other,70,89,Full,1,6547.0,3
14793,1308,M,PhD,70,Other,70,90,Full,1,6951.0,3
14794,1308,M,PhD,70,Other,70,91,Full,1,7274.0,3
14795,1308,M,PhD,70,Other,70,92,Full,1,7485.0,3
14796,1308,M,PhD,70,Other,70,93,Full,1,7702.0,3
14797,1308,M,PhD,70,Other,70,94,Full,1,7702.0,3
14798,1308,M,PhD,70,Other,70,95,Full,1,8155.0,3
14800,1310,M,PhD,88,Prof,89,89,Assist,0,4718.0,1
14801,1310,M,PhD,88,Prof,89,90,Assist,0,4800.0,1
14802,1310,M,PhD,88,Prof,89,91,Assist,0,5095.0,1
14803,1310,M,PhD,88,Prof,89,92,Assist,0,5394.0,1
14804,1310,M,PhD,88,Prof,89,93,Assist,0,5631.0,1
14805,1310,M,PhD,88,Prof,89,94,Assoc,0,5794.0,2
14806,1310,M,PhD,88,Prof,89,95,Assoc,0,6048.0,2
14807,1311,F,PhD,80,Arts,86,86,Assist,0,2896.0,1
14808,1311,F,PhD,80,Arts,86,87,Assist,0,3041.0,1
14809,1311,F,PhD,80,Arts,86,88,Assist,0,3174.0,1
14810,1311,F,PhD,80,Arts,86,89,Assist,0,3396.0,1
14811,1311,F,PhD,80,Arts,86,90,Assoc,0,3658.0,2
14812,1311,F,PhD,80,Arts,86,91,Assoc,1,4053.0,2
14813,1311,F,PhD,80,Arts,86,92,Assoc,0,4231.0,2
14814,1311,F,PhD,80,Arts,86,93,Assoc,0,4544.0,2
14815,1311,F,PhD,80,Arts,86,94,Assoc,0,4544.0,2
14816,1311,F,PhD,80,Arts,86,95,Assoc,0,4881.0,2
14817,1312,F,PhD,90,Other,90,90,Assist,0,5003.333,1
14818,1312,F,PhD,90,Other,90,91,Assist,0,5087.5,1
14819,1312,F,PhD,90,Other,90,92,Assist,0,5236.25,1
14820,1312,F,PhD,90,Other,90,93,Assist,0,5311.0,1
14821,1312,F,PhD,90,Other,90,94,Assist,0,5311.0,1
14822,1312,F,PhD,90,Other,90,95,Assist,0,5465.0,1
14824,1314,F,PhD,93,Prof,93,93,Assist,0,4610.0,1
14825,1314,F,PhD,93,Prof,93,94,Assist,0,4610.0,1
14826,1314,F,PhD,93,Prof,93,95,Assist,0,5551.0,1
14827,1315,M,PhD,62,Other,62,76,Full,0,2643.0,3
14828,1315,M,PhD,62,Other,62,77,Full,0,2932.0,3
14829,1315,M,PhD,62,Other,62,78,Full,0,3066.0,3
14830,1315,M,PhD,62,Other,62,80,Full,0,3698.0,3
14831,1315,M,PhD,62,Other,62,81,Full,0,4278.0,3
14832,1315,M,PhD,62,Other,62,82,Full,1,4226.0,3
14833,1315,M,PhD,62,Other,62,83,Full,1,4448.0,3
14834,1315,M,PhD,62,Other,62,84,Full,1,4698.0,3
14835,1315,M,PhD,62,Other,62,85,Full,1,4698.0,3
14836,1315,M,PhD,62,Other,62,86,Full,1,5272.0,3
14837,1315,M,PhD,62,Other,62,87,Full,1,5537.0,3
14838,1315,M,PhD,62,Other,62,88,Full,1,5698.0,3
14839,1315,M,PhD,62,Other,62,89,Full,1,6095.0,3
14840,1315,M,PhD,62,Other,62,90,Full,1,6380.0,3
14841,1315,M,PhD,62,Other,62,91,Full,1,6676.0,3
14842,1315,M,PhD,62,Other,62,92,Full,1,6870.0,3
14843,1315,M,PhD,62,Other,62,93,Full,1,7069.0,3
14844,1315,M,PhD,62,Other,62,94,Full,1,7069.0,3
14845,1315,M,PhD,62,Other,62,95,Full,1,7379.0,3
14846,1316,F,PhD,91,Other,91,91,Assist,0,4231.0,1
14847,1316,F,PhD,91,Other,91,92,Assist,0,4231.0,1
