case,id,sex,deg,yrdeg,field,startyr,year,rank,admin,salary,first_associate_year,promotion_year
14503,1289,M,PhD,71,Other,77,84,Full,0,3434.0,77,81
14504,1289,M,PhD,71,Other,77,85,Full,0,3434.0,77,81
14505,1289,M,PhD,71,Other,77,86,Full,0,4199.0,77,81
14506,1289,M,PhD,71,Other,77,87,Full,0,4410.0,77,81
14507,1289,M,PhD,71,Other,77,88,Full,0,4538.0,77,81
14508,1289,M,PhD,71,Other,77,89,Full,0,4996.0,77,81
14509,1289,M,PhD,71,Other,77,90,Full,0,5381.0,77,81
14510,1289,M,PhD,71,Other,77,91,Full,0,5794.0,77,81
14511,1289,M,PhD,71,Other,77,92,Full,0,6135.0,77,81
14512,1289,M,PhD,71,Other,77,93,Full,0,6404.0,77,81
14513,1289,M,PhD,71,Other,77,94,Full,0,6404.0,77,81
14514,1289,M,PhD,71,Other,77,95,Full,0,7602.0,77,81
14515,1290,M,PhD,78,Other,78,78,Assist,0,1750.0,87,95
14516,1290,M,PhD,78,Other,78,79,Assist,0,1967.0,87,95
14517,1290,M,PhD,78,Other,78,80,Assist,0,2115.0,87,95
14518,1290,M,PhD,78,Other,78,81,Assist,0,2602.353,87,95
14519,1290,M,PhD,78,Other,78,82,Assist,0,2832.941,87,95
14520,1290,M,PhD,78,Other,78,83,Assist,0,3077.0,87,95
14521,1290,M,PhD,78,Other,78,84,Assist,0,3500.0,87,95
14522,1290,M,PhD,78,Other,78,85,Assist,0,3333.0,87,95
14523,1290,M,PhD,78,Other,78,86,Assist,0,3688.0,87,95
14524,1290,M,PhD,78,Other,78,87,Assoc,0,3986.0,87,95
14525,1290,M,PhD,78,Other,78,88,Assoc,0,4160.0,87,95
14526,1290,M,PhD,78,Other,78,89,Assoc,0,4515.0,87,95
14527,1290,M,PhD,78,Other,78,90,Assoc,0,4794.0,87,95
14528,1290,M,PhD,78,Other,78,91,Assoc,0,5162.0,87,95
14529,1290,M,PhD,78,Other,78,92,Assoc,0,5465.0,87,95
14530,1290,M,PhD,78,Other,78,93,Assoc,0,5705.0,87,95
14531,1290,M,PhD,78,Other,78,94,Assoc,0,5705.0,87,95
14532,1290,M,PhD,78,Other,78,95,Full,0,6127.0,87,95
14596,1296,F,PhD,75,Arts,79,79,Assist,0,1791.0,86,93
14597,1296,F,PhD,75,Arts,79,80,Assist,0,1996.0,86,93
14598,1296,F,PhD,75,Arts,79,81,Assist,0,2225.0,86,93
14599,1296,F,PhD,75,Arts,79,82,Assist,0,2357.0,86,93
14600,1296,F,PhD,75,Arts,79,83,Assist,0,2633.0,86,93
14601,1296,F,PhD,75,Arts,79,84,Assist,0,2770.0,86,93
14602,1296,F,PhD,75,Arts,79,85,Assist,0,2770.0,86,93
14603,1296,F,PhD,75,Arts,79,86,Assoc,0,3200.0,86,93
14604,1296,F,PhD,75,Arts,79,87,Assoc,0,3361.0,86,93
14605,1296,F,PhD,75,Arts,79,88,Assoc,0,3458.0,86,93
14606,1296,F,PhD,75,Arts,79,89,Assoc,0,3808.0,86,93
14607,1296,F,PhD,75,Arts,79,90,Assoc,0,4373.0,86,93
14608,1296,F,PhD,75,Arts,79,91,Assoc,0,3939.0,86,93
14609,1296,F,PhD,75,Arts,79,92,Assoc,0,4292.0,86,93
14610,1296,F,PhD,75,Arts,79,93,Full,0,4676.0,86,93
14611,1296,F,PhD,75,Arts,79,94,Full,0,4676.0,86,93
14612,1296,F,PhD,75,Arts,79,95,Full,0,4951.0,86,93
14613,1297,M,PhD,71,Other,81,81,Assist,0,2706.0,84,88
14614,1297,M,PhD,71,Other,81,82,Assist,0,2798.0,84,88
14615,1297,M,PhD,71,Other,81,83,Assist,0,2952.0,84,88
14616,1297,M,PhD,71,Other,81,84,Assoc,0,3243.0,84,88
14617,1297,M,PhD,71,Other,81,85,Assoc,0,3243.0,84,88
14618,1297,M,PhD,71,Other,81,86,Assoc,0,3588.0,84,88
14619,1297,M,PhD,71,Other,81,87,Assoc,0,3768.0,84,88
14620,1297,M,PhD,71,Other,81,88,Full,0,4538.0,84,88
14621,1297,M,PhD,71,Other,81,89,Full,1,4855.0,84,88
14622,1297,M,PhD,71,Other,81,90,Full,1,5155.0,84,88
14623,1297,M,PhD,71,Other,81,91,Full,1,5472.0,84,88
14624,1297,M,PhD,71,Other,81,92,Full,1,5631.0,84,88
14625,1297,M,PhD,71,Other,81,93,Full,0,5472.0,84,88
14626,1297,M,PhD,71,Other,81,94,Full,0,5472.0,84,88
14627,1297,M,PhD,71,Other,81,95,Full,0,5631.0,84,88
14628,1298,M,PhD,81,Other,86,86,Assist,0,3341.0,90,93
14629,1298,M,PhD,81,Other,86,87,Assist,0,3508.0,90,93
14630,1298,M,PhD,81,Other,86,88,Assist,0,3559.0,90,93
14631,1298,M,PhD,81,Other,86,89,Assist,0,3863.0,90,93
14632,1298,M,PhD,81,Other,86,90,Assoc,0,4220.0,90,93
14633,1298,M,PhD,81,Other,86,91,Assoc,0,4480.0,90,93
14634,1298,M,PhD,81,Other,86,92,Assoc,0,4743.0,90,93
14635,1298,M,PhD,81,Other,86,93,Full,0,5168.0,90,93
14636,1298,M,PhD,81,Other,86,94,Full,0,5168.0,90,93
14637,1298,M,PhD,81,Other,86,95,Full,0,5551.0,90,93
14643,1300,F,PhD,76,Arts,81,81,Assist,0,2056.0,85,91
14644,1300,F,PhD,76,Arts,81,82,Assist,0,2194.0,85,91
14645,1300,F,PhD,76,Arts,81,83,Assist,0,2558.0,85,91
14646,1300,F,PhD,76,Arts,81,84,Assist,0,2732.0,85,91
14647,1300,F,PhD,76,Arts,81,85,Assoc,0,2811.0,85,91
14648,1300,F,PhD,76,Arts,81,86,Assoc,0,3110.0,85,91
14649,1300,F,PhD,76,Arts,81,87,Assoc,0,3266.0,85,91
14650,1300,F,PhD,76,Arts,81,88,Assoc,0,3458.0,85,91
14651,1300,F,PhD,76,Arts,81,89,Assoc,0,3918.0,85,91
14652,1300,F,PhD,76,Arts,81,90,Assoc,0,4101.0,85,91
14653,1300,F,PhD,76,Arts,81,91,Full,0,4544.0,85,91
14654,1300,F,PhD,76,Arts,81,92,Full,0,4812.0,85,91
14655,1300,F,PhD,76,Arts,81,93,Full,0,4951.0,85,91
14656,1300,F,PhD,76,Arts,81,94,Full,0,4951.0,85,91
14657,1300,F,PhD,76,Arts,81,95,Full,0,5095.0,85,91
14698,1303,M,PhD,70,Prof,74,76,Assoc,0,2267.0,76,79
14699,1303,M,PhD,70,Prof,74,77,Assoc,0,2544.0,76,79
14700,1303,M,PhD,70,Prof,74,78,Assoc,0,2671.0,76,79
14701,1303,M,PhD,70,Prof,74,79,Full,0,3016.418,76,79
14702,1303,M,PhD,70,Prof,74,80,Full,0,3250.0,76,79
14703,1303,M,PhD,70,Prof,74,81,Full,0,3723.0,76,79
14704,1303,M,PhD,70,Prof,74,82,Full,0,4116.0,76,79
14705,1303,M,PhD,70,Prof,74,83,Full,0,4532.0,76,79
14706,1303,M,PhD,70,Prof,74,84,Full,0,4981.0,76,79
14707,1303,M,PhD,70,Prof,74,85,Full,0,4981.0,76,79
14708,1303,M,PhD,70,Prof,74,86,Full,0,6002.0,76,79
14709,1303,M,PhD,70,Prof,74,87,Full,1,6304.0,76,79
14710,1303,M,PhD,70,Prof,74,88,Full,1,6580.0,76,79
14711,1303,M,PhD,70,Prof,74,89,Full,1,7244.0,76,79
14712,1303,M,PhD,70,Prof,74,90,Full,1,8748.0,76,79
14713,1303,M,PhD,70,Prof,74,91,Full,1,9286.0,76,79
14714,1303,M,PhD,70,Prof,74,92,Full,1,10561.0,76,79
14715,1303,M,PhD,70,Prof,74,93,Full,1,10867.0,76,79
14716,1303,M,PhD,70,Prof,74,94,Full,1,10867.0,76,79
14717,1303,M,PhD,70,Prof,74,95,Full,1,11182.0,76,79
14718,1304,M,PhD,70,Other,70,76,Assoc,0,1750.0,76,84
14719,1304,M,PhD,70,Other,70,77,Assoc,0,1996.0,76,84
14720,1304,M,PhD,70,Other,70,78,Assoc,0,2105.0,76,84
14721,1304,M,PhD,70,Other,70,79,Assoc,0,2289.0,76,84
14722,1304,M,PhD,70,Other,70,80,Assoc,0,2463.0,76,84
14723,1304,M,PhD,70,Other,70,81,Assoc,0,2677.0,76,84
14724,1304,M,PhD,70,Other,70,82,Assoc,0,2755.0,76,84
14725,1304,M,PhD,70,Other,70,83,Assoc,0,2990.0,76,84
14726,1304,M,PhD,70,Other,70,84,Full,0,3240.0,76,84
14727,1304,M,PhD,70,Other,70,85,Full,1,3479.0,76,84
14728,1304,M,PhD,70,Other,70,86,Full,1,4076.0,76,84
14729,1304,M,PhD,70,Other,70,87,Full,1,4076.0,76,84
14730,1304,M,PhD,70,Other,70,88,Full,1,4598.0,76,84
14731,1304,M,PhD,70,Other,70,89,Full,1,5061.0,76,84
14732,1304,M,PhD,70,Other,70,90,Full,1,5772.0,76,84
14733,1304,M,PhD,70,Other,70,91,Full,1,6581.0,76,84
14734,1304,M,PhD,70,Other,70,92,Full,1,6969.0,76,84
14735,1304,M,PhD,70,Other,70,93,Full,1,7171.0,76,84
14736,1304,M,PhD,70,Other,70,94,Full,1,7171.0,76,84
14737,1304,M,PhD,70,Other,70,95,Full,0,7379.0,76,84
14738,1305,M,PhD,68,Other,68,76,Assoc,0,1794.03,76,83
14739,1305,M,PhD,68,Other,68,77,Assoc,1,2019.0,76,83
14740,1305,M,PhD,68,Other,68,78,Assoc,0,2136.0,76,83
14741,1305,M,PhD,68,Other,68,79,Assoc,0,2327.0,76,83
14742,1305,M,PhD,68,Other,68,80,Assoc,0,2507.0,76,83
14743,1305,M,PhD,68,Other,68,81,Assoc,0,2758.0,76,83
14744,1305,M,PhD,68,Other,68,82,Assoc,0,2879.0,76,83
14745,1305,M,PhD,68,Other,68,83,Full,0,3125.0,76,83
14746,1305,M,PhD,68,Other,68,84,Full,0,3386.0,76,83
14747,1305,M,PhD,68,Other,68,85,Full,0,3386.0,76,83
14748,1305,M,PhD,68,Other,68,86,Full,0,3799.0,76,83
14749,1305,M,PhD,68,Other,68,87,Full,0,3990.0,76,83
14750,1305,M,PhD,68,Other,68,88,Full,0,4165.0,76,83
14751,1305,M,PhD,68,Other,68,89,Full,0,4456.0,76,83
14752,1305,M,PhD,68,Other,68,90,Full,0,4939.0,76,83
14753,1305,M,PhD,68,Other,68,91,Full,0,5318.0,76,83
14754,1305,M,PhD,68,Other,68,92,Full,0,5472.0,76,83
14755,1305,M,PhD,68,Other,68,93,Full,0,5631.0,76,83
14756,1305,M,PhD,68,Other,68,94,Full,0,5631.0,76,83
14757,1305,M,PhD,68,Other,68,95,Full,0,5878.0,76,83
14758,1306,M,PhD,76,Other,84,84,Assoc,0,4704.0,84,87
14759,1306,M,PhD,76,Other,84,85,Assoc,0,4704.0,84,87
14760,1306,M,PhD,76,Other,84,86,Assoc,0,5278.0,84,87
14761,1306,M,PhD,76,Other,84,87,Full,0,5703.0,84,87
14762,1306,M,PhD,76,Other,84,88,Full,0,5869.0,84,87
14763,1306,M,PhD,76,Other,84,89,Full,0,6462.0,84,87
14764,1306,M,PhD,76,Other,84,90,Full,0,9132.0,84,87
14765,1306,M,PhD,76,Other,84,91,Full,0,9693.0,84,87
14766,1306,M,PhD,76,Other,84,92,Full,0,10854.0,84,87
14767,1306,M,PhD,76,Other,84,93,Full,1,11169.0,84,87
14768,1306,M,PhD,76,Other,84,94,Full,1,11169.0,84,87
14769,1306,M,PhD,76,Other,84,95,Full,1,11492.0,84,87
14779,1308,M,PhD,70,Other,70,76,Assoc,0,2461.0,76,77
14780,1308,M,PhD,70,Other,70,77,Full,0,2778.0,76,77
14781,1308,M,PhD,70,Other,70,78,Full,0,2972.0,76,77
14782,1308,M,PhD,70,Other,70,79,Full,0,3325.0,76,77
14783,1308,M,PhD,70,Other,70,80,Full,0,3825.0,76,77
14784,1308,M,PhD,70,Other,70,81,Full,1,4291.0,76,77
14785,1308,M,PhD,70,Other,70,82,Full,1,4479.0,76,77
14786,1308,M,PhD,70,Other,70,83,Full,1,4725.0,76,77
14787,1308,M,PhD,70,Other,70,84,Full,1,5045.0,76,77
14788,1308,M,PhD,70,Other,70,85,Full,1,5045.0,76,77
14789,1308,M,PhD,70,Other,70,86,Full,1,5662.0,76,77
14790,1308,M,PhD,70,Other,70,87,Full,1,5947.0,76,77
14791,1308,M,PhD,70,Other,70,88,Full,1,6120.0,76,77
14792,1308,M,PhD,70,Other,70,89,Full,1,6547.0,76,77
14793,1308,M,PhD,70,Other,70,90,Full,1,6951.0,76,77
14794,1308,M,PhD,70,Other,70,91,Full,1,7274.0,76,77
14795,1308,M,PhD,70,Other,70,92,Full,1,7485.0,76,77
14796,1308,M,PhD,70,Other,70,93,Full,1,7702.0,76,77
14797,1308,M,PhD,70,Other,70,94,Full,1,7702.0,76,77
14798,1308,M,PhD,70,Other,70,95,Full,1,8155.0,76,77
14851,1317,M,PhD,67,Prof,59,76,Assoc,0,1666.0,76,81
14852,1317,M,PhD,67,Prof,59,77,Assoc,0,1808.0,76,81
14853,1317,M,PhD,67,Prof,59,80,Assoc,0,2340.0,76,81
14854,1317,M,PhD,67,Prof,59,81,Full,0,2639.0,76,81
14855,1317,M,PhD,67,Prof,59,82,Full,0,2755.0,76,81
14856,1317,M,PhD,67,Prof,59,83,Full,0,2990.0,76,81
14857,1317,M,PhD,67,Prof,59,84,Full,0,3194.0,76,81
14858,1317,M,PhD,67,Prof,59,85,Full,0,3194.0,76,81
14859,1317,M,PhD,67,Prof,59,87,Full,0,4664.0,76,81
14860,1317,M,PhD,67,Prof,59,88,Full,0,4664.0,76,81
14861,1317,M,PhD,67,Prof,59,89,Full,0,4990.0,76,81
14862,1317,M,PhD,67,Prof,59,90,Full,0,5223.0,76,81
14863,1317,M,PhD,67,Prof,59,91,Full,0,5388.0,76,81
14864,1317,M,PhD,67,Prof,59,92,Full,0,5465.0,76,81
14865,1317,M,PhD,67,Prof,59,93,Full,0,5624.0,76,81
14866,1317,M,PhD,67,Prof,59,94,Full,0,5624.0,76,81
14867,1317,M,PhD,67,Prof,59,95,Full,0,5787.0,76,81
14868,1318,M,PhD,75,Other,74,76,Assist,0,1623.0,83,93
14869,1318,M,PhD,75,Other,74,77,Assist,0,1828.0,83,93
14870,1318,M,PhD,75,Other,74,78,Assist,0,1942.0,83,93
14871,1318,M,PhD,75,Other,74,79,Assist,0,2120.0,83,93
14872,1318,M,PhD,75,Other,74,80,Assist,0,2205.0,83,93
14873,1318,M,PhD,75,Other,74,81,Assist,0,2391.0,83,93
14874,1318,M,PhD,75,Other,74,82,Assist,0,2391.0,83,93
14875,1318,M,PhD,75,Other,74,83,Assoc,0,2595.0,83,93
14876,1318,M,PhD,75,Other,74,84,Assoc,0,2732.0,83,93
14877,1318,M,PhD,75,Other,74,85,Assoc,0,2732.0,83,93
14878,1318,M,PhD,75,Other,74,86,Assoc,0,2814.0,83,93
14879,1318,M,PhD,75,Other,74,87,Assoc,0,2955.0,83,93
14880,1318,M,PhD,75,Other,74,88,Assoc,0,3361.0,83,93
14881,1318,M,PhD,75,Other,74,89,Assoc,0,3700.0,83,93
14882,1318,M,PhD,75,Other,74,90,Assoc,0,3818.0,83,93
14883,1318,M,PhD,75,Other,74,91,Assoc,0,3996.0,83,93
14884,1318,M,PhD,75,Other,74,92,Assoc,0,4171.0,83,93
14885,1318,M,PhD,75,Other,74,93,Full,0,4676.0,83,93
14886,1318,M,PhD,75,Other,74,94,Full,0,4676.0,83,93
14887,1318,M,PhD,75,Other,74,95,Full,0,4881.0,83,93
14908,1320,M,PhD,84,Other,84,84,Assist,0,3873.0,90,94
14909,1320,M,PhD,84,Other,84,85,Assist,0,3873.0,90,94
14910,1320,M,PhD,84,Other,84,86,Assist,0,4844.0,90,94
14911,1320,M,PhD,84,Other,84,87,Assist,0,5087.0,90,94
14912,1320,M,PhD,84,Other,84,88,Assist,0,5464.0,90,94
14913,1320,M,PhD,84,Other,84,89,Assist,0,6280.0,90,94
14914,1320,M,PhD,84,Other,84,90,Assoc,0,6861.0,90,94
14915,1320,M,PhD,84,Other,84,91,Assoc,0,7388.0,90,94
14916,1320,M,PhD,84,Other,84,92,Assoc,0,7823.0,90,94
14917,1320,M,PhD,84,Other,84,93,Assoc,0,8165.0,90,94
14918,1320,M,PhD,84,Other,84,94,Full,0,8402.0,90,94
14919,1320,M,PhD,84,Other,84,95,Full,0,9162.0,90,94
14934,1323,M,PhD,82,Other,92,92,Assoc,0,6048.0,92,95
14935,1323,M,PhD,82,Other,92,93,Assoc,0,6223.0,92,95
14936,1323,M,PhD,82,Other,92,94,Assoc,0,6223.0,92,95
14937,1323,M,PhD,82,Other,92,95,Full,0,6781.0,92,95
14974,1326,M,PhD,67,Other,73,76,Assist,0,1516.0,79,84
14975,1326,M,PhD,67,Other,73,77,Assist,0,1663.0,79,84
14976,1326,M,PhD,67,Other,73,78,Assist,0,1763.0,79,84
14977,1326,M,PhD,67,Other,73,79,Assoc,0,2108.0,79,84
14978,1326,M,PhD,67,Other,73,80,Assoc,0,2246.0,79,84
14979,1326,M,PhD,67,Other,73,81,Assoc,0,2492.0,79,84
14980,1326,M,PhD,67,Other,73,82,Assoc,0,2565.0,79,84
14981,1326,M,PhD,67,Other,73,83,Assoc,0,2706.0,79,84
14982,1326,M,PhD,67,Other,73,84,Full,0,3194.0,79,84
14983,1326,M,PhD,67,Other,73,85,Full,0,3194.0,79,84
14984,1326,M,PhD,67,Other,73,86,Full,0,3583.0,79,84
14985,1326,M,PhD,67,Other,73,87,Full,0,3764.0,79,84
14986,1326,M,PhD,67,Other,73,88,Full,0,3929.0,79,84
14987,1326,M,PhD,67,Other,73,89,Full,0,4203.0,79,84
14988,1326,M,PhD,67,Other,73,90,Full,0,4400.0,79,84
14989,1326,M,PhD,67,Other,73,91,Full,0,4670.0,79,84
14990,1326,M,PhD,67,Other,73,92,Full,0,4875.0,79,84
14991,1326,M,PhD,67,Other,73,93,Full,0,5016.0,79,84
14992,1326,M,PhD,67,Other,73,94,Full,0,5016.0,79,84
14993,1326,M,PhD,67,Other,73,95,Full,0,5088.0,79,84
14994,1327,M,PhD,67,Other,63,76,Assoc,0,1875.0,76,81
14995,1327,M,PhD,67,Other,63,77,Assoc,0,2077.0,76,81
14996,1327,M,PhD,67,Other,63,78,Assoc,0,2180.0,76,81
14997,1327,M,PhD,67,Other,63,79,Assoc,0,2411.0,76,81
14998,1327,M,PhD,67,Other,63,80,Assoc,0,2603.0,76,81
14999,1327,M,PhD,67,Other,63,81,Full,0,3005.0,76,81
15000,1327,M,PhD,67,Other,63,82,Full,0,3228.0,76,81
15001,1327,M,PhD,67,Other,63,83,Full,0,3406.0,76,81
15002,1327,M,PhD,67,Other,63,84,Full,0,3688.0,76,81
15003,1327,M,PhD,67,Other,63,85,Full,0,3688.0,76,81
15004,1327,M,PhD,67,Other,63,86,Full,0,3799.0,76,81
15005,1327,M,PhD,67,Other,63,87,Full,0,3990.0,76,81
15006,1327,M,PhD,67,Other,63,88,Full,0,4105.0,76,81
15007,1327,M,PhD,67,Other,63,89,Full,0,4456.0,76,81
15008,1327,M,PhD,67,Other,63,90,Full,0,4731.0,76,81
15009,1327,M,PhD,67,Other,63,91,Full,0,4951.0,76,81
15010,1327,M,PhD,67,Other,63,92,Full,0,5095.0,76,81
15011,1327,M,PhD,67,Other,63,93,Full,0,5551.0,76,81
15012,1327,M,PhD,67,Other,63,94,Full,0,5551.0,76,81
15013,1327,M,PhD,67,Other,63,95,Full,0,5878.0,76,81
15032,1331,M,PhD,83,Prof,83,83,Assist,0,3322.0,89,95
15033,1331,M,PhD,83,Prof,83,84,Assist,0,3534.0,89,95
15034,1331,M,PhD,83,Prof,83,85,Assist,0,3534.0,89,95
15035,1331,M,PhD,83,Prof,83,86,Assist,0,3854.0,89,95
15036,1331,M,PhD,83,Prof,83,87,Assist,0,4047.0,89,95
15037,1331,M,PhD,83,Prof,83,88,Assist,0,4165.0,89,95
15038,1331,M,PhD,83,Prof,83,89,Assoc,0,4651.0,89,95
15039,1331,M,PhD,83,Prof,83,90,Assoc,0,5229.0,89,95
15040,1331,M,PhD,83,Prof,83,91,Assoc,0,5551.0,89,95
15041,1331,M,PhD,83,Prof,83,92,Assoc,0,5794.0,89,95
15042,1331,M,PhD,83,Prof,83,93,Assoc,0,5962.0,89,95
15043,1331,M,PhD,83,Prof,83,94,Assoc,0,5962.0,89,95
15044,1331,M,PhD,83,Prof,83,95,Full,0,6684.0,89,95
15076,1336,M,PhD,84,Other,88,88,Assoc,0,3818.0,88,94
15077,1336,M,PhD,84,Other,88,89,Assoc,0,4085.0,88,94
15078,1336,M,PhD,84,Other,88,90,Assoc,0,4337.0,88,94
15079,1336,M,PhD,84,Other,88,91,Assoc,0,4538.0,88,94
15080,1336,M,PhD,84,Other,88,92,Assoc,0,4670.0,88,94
15081,1336,M,PhD,84,Other,88,93,Assoc,0,4945.0,88,94
15082,1336,M,PhD,84,Other,88,94,Full,0,5088.0,88,94
15083,1336,M,PhD,84,Other,88,95,Full,0,6624.0,88,94
15124,1340,M,PhD,75,Prof,78,78,Assist,0,2206.0,82,90
15125,1340,M,PhD,75,Prof,78,79,Assist,0,2446.0,82,90
15126,1340,M,PhD,75,Prof,78,80,Assist,0,2632.0,82,90
15127,1340,M,PhD,75,Prof,78,81,Assist,0,2917.0,82,90
15128,1340,M,PhD,75,Prof,78,82,Assoc,0,3087.5,82,90
15129,1340,M,PhD,75,Prof,78,83,Assoc,0,3401.0,82,90
15130,1340,M,PhD,75,Prof,78,84,Assoc,0,3683.0,82,90
15131,1340,M,PhD,75,Prof,78,85,Assoc,0,3683.0,82,90
15132,1340,M,PhD,75,Prof,78,86,Assoc,0,4316.0,82,90
15133,1340,M,PhD,75,Prof,78,87,Assoc,0,4944.0,82,90
15134,1340,M,PhD,75,Prof,78,88,Assoc,0,5087.0,82,90
15135,1340,M,PhD,75,Prof,78,89,Assoc,0,5443.0,82,90
15136,1340,M,PhD,75,Prof,78,90,Full,0,6388.0,82,90
15137,1340,M,PhD,75,Prof,78,91,Full,0,6878.0,82,90
15138,1340,M,PhD,75,Prof,78,92,Full,0,7078.0,82,90
15139,1340,M,PhD,75,Prof,78,93,Full,0,7283.0,82,90
15140,1340,M,PhD,75,Prof,78,94,Full,0,7283.0,82,90
15141,1340,M,PhD,75,Prof,78,95,Full,0,7712.0,82,90
15142,1342,M,PhD,83,Other,88,88,Assist,0,3933.0,91,95
15143,1342,M,PhD,83,Other,88,89,Assist,0,3975.0,91,95
15144,1342,M,PhD,83,Other,88,90,Assist,0,4281.0,91,95
15145,1342,M,PhD,83,Other,88,91,Assoc,0,4743.0,91,95
15146,1342,M,PhD,83,Other,88,92,Assoc,0,4951.0,91,95
15147,1342,M,PhD,83,Other,88,93,Assoc,0,5168.0,91,95
15148,1342,M,PhD,83,Other,88,94,Assoc,0,5168.0,91,95
15149,1342,M,PhD,83,Other,88,95,Full,0,5794.0,91,95
15150,1343,M,PhD,72,Other,72,76,Assist,0,1743.0,77,82
15151,1343,M,PhD,72,Other,72,77,Assoc,0,1997.0,77,82
15152,1343,M,PhD,72,Other,72,78,Assoc,0,2120.0,77,82
15153,1343,M,PhD,72,Other,72,79,Assoc,0,2369.0,77,82
15154,1343,M,PhD,72,Other,72,80,Assoc,0,2582.0,77,82
15155,1343,M,PhD,72,Other,72,81,Assoc,0,2879.0,77,82
15156,1343,M,PhD,72,Other,72,82,Full,0,3092.0,77,82
15157,1343,M,PhD,72,Other,72,83,Full,0,3357.0,77,82
15158,1343,M,PhD,72,Other,72,84,Full,0,3434.0,77,82
15159,1343,M,PhD,72,Other,72,85,Full,0,3333.0,77,82
15160,1343,M,PhD,72,Other,72,86,Full,0,3904.0,77,82
15161,1343,M,PhD,72,Other,72,87,Full,0,4101.0,77,82
15162,1343,M,PhD,72,Other,72,88,Full,0,4281.0,77,82
15163,1343,M,PhD,72,Other,72,89,Full,1,5682.0,77,82
15164,1343,M,PhD,72,Other,72,90,Full,1,6208.0,77,82
15165,1343,M,PhD,72,Other,72,91,Full,1,6878.0,77,82
15166,1343,M,PhD,72,Other,72,92,Full,1,7206.0,77,82
15167,1343,M,PhD,72,Other,72,93,Full,1,7436.0,77,82
15168,1343,M,PhD,72,Other,72,94,Full,1,7867.0,77,82
15169,1343,M,PhD,72,Other,72,95,Full,1,8323.0,77,82
15170,1344,M,PhD,70,Other,73,76,Assist,0,1464.0,80,84
15171,1344,M,PhD,70,Other,73,77,Assist,0,1748.571,80,84
15172,1344,M,PhD,70,Other,73,80,Assoc,0,2346.667,80,84
15173,1344,M,PhD,70,Other,73,81,Assoc,0,2603.333,80,84
15174,1344,M,PhD,70,Other,73,82,Assoc,0,2793.333,80,84
15175,1344,M,PhD,70,Other,73,84,Full,0,3632.0,80,84
15176,1344,M,PhD,70,Other,73,85,Full,0,3632.0,80,84
15177,1344,M,PhD,70,Other,73,86,Full,0,5354.0,80,84
15178,1344,M,PhD,70,Other,73,87,Full,0,5623.0,80,84
15179,1344,M,PhD,70,Other,73,88,Full,0,5786.0,80,84
15180,1344,M,PhD,70,Other,73,89,Full,0,6190.0,80,84
15181,1344,M,PhD,70,Other,73,90,Full,0,6480.0,80,84
15182,1344,M,PhD,70,Other,73,91,Full,0,6781.0,80,84
15183,1344,M,PhD,70,Other,73,92,Full,0,6977.0,80,84
15184,1344,M,PhD,70,Other,73,93,Full,0,7180.0,80,84
15185,1344,M,PhD,70,Other,73,94,Full,0,7180.0,80,84
15186,1344,M,PhD,70,Other,73,95,Full,0,7388.0,80,84
15249,1352,M,PhD,77,Other,84,84,Assoc,0,3688.0,84,92
15250,1352,M,PhD,77,Other,84,85,Assoc,0,3688.0,84,92
15251,1352,M,PhD,77,Other,84,86,Assoc,0,4081.0,84,92
15252,1352,M,PhD,77,Other,84,87,Assoc,0,4285.0,84,92
15253,1352,M,PhD,77,Other,84,88,Assoc,0,4805.0,84,92
15254,1352,M,PhD,77,Other,84,89,Assoc,0,5141.0,84,92
15255,1352,M,PhD,77,Other,84,90,Assoc,0,5381.0,84,92
15256,1352,M,PhD,77,Other,84,91,Assoc,0,5711.714,84,92
15257,1352,M,PhD,77,Other,84,92,Full,0,6781.0,84,92
15258,1352,M,PhD,77,Other,84,93,Full,0,6878.0,84,92
15259,1352,M,PhD,77,Other,84,94,Full,1,7283.0,84,92
15260,1352,M,PhD,77,Other,84,95,Full,1,7602.0,84,92
15268,1355,M,PhD,72,Other,78,78,Assist,0,1904.0,80,90
15269,1355,M,PhD,72,Other,78,79,Assist,0,2079.0,80,90
15270,1355,M,PhD,72,Other,78,80,Assoc,0,2333.0,80,90
15271,1355,M,PhD,72,Other,78,81,Assoc,0,2532.0,80,90
15272,1355,M,PhD,72,Other,78,82,Assoc,0,2605.0,80,90
15273,1355,M,PhD,72,Other,78,83,Assoc,0,2748.0,80,90
15274,1355,M,PhD,72,Other,78,84,Assoc,0,3063.0,80,90
15275,1355,M,PhD,72,Other,78,85,Assoc,0,3063.0,80,90
15276,1355,M,PhD,72,Other,78,86,Assoc,0,3487.0,80,90
15277,1355,M,PhD,72,Other,78,87,Assoc,0,3662.0,80,90
15278,1355,M,PhD,72,Other,78,88,Assoc,0,3768.0,80,90
15279,1355,M,PhD,72,Other,78,89,Assoc,0,4149.0,80,90
15280,1355,M,PhD,72,Other,78,90,Full,0,4533.0,80,90
15281,1355,M,PhD,72,Other,78,91,Full,0,4881.0,80,90
15282,1355,M,PhD,72,Other,78,92,Full,1,5631.0,80,90
15283,1355,M,PhD,72,Other,78,93,Full,1,5794.0,80,90
15284,1355,M,PhD,72,Other,78,94,Full,1,5794.0,80,90
15285,1355,M,PhD,72,Other,78,95,Full,1,6135.0,80,90
